Service name,County,ig_xcord,ig_ycord,lat,lon,Address,Phone
Harnett's Pharmacy, Kerry, 52.44564, -9.48643, "41 The Square Listowel Co. Kerry"
Jeffrey's Pharmacy Ltd, Kerry, 51.94656, -10.2257, "Medical Hall Church Street Cahirsiveen Co. Kerry"
John F. Mc Guire & Co. Limited, Kerry, 52.4461, -9.48551, "6 Church Street Listowel Co. Kerry"
Kelly's Pharmacy, Kerry, 52.26938, -9.70586, "9 The Mall Tralee Co. Kerry"
Kennelly's Chemists & Opticians, Kerry, 52.23173, -9.46295, "46 Main Street Castleisland Co. Kerry"
Kennelly's Pharmacy, Kerry, 52.26917, -9.70449, "6 Castle Street Tralee Co. Kerry"
Kennelly's Pharmacy and Opticians, Kerry, 52.05868, -9.51368, "33 New Street Killarney Co. Kerry"
Kennelly's Pharmacy at the Reeks, Kerry, 52.06807, -9.51733, "The Reeks Gateway Rock Road Killarney Co. Kerry"
Laune Pharmacy, Kerry, 52.10808, -9.78708, "Market Road Killorglin Co. Kerry"
Leahy's Pharmacy, Kerry, 52.27507, -9.69378, "Oakpark Tralee Co. Kerry"
Lixnaw Pharmacy Limited, Kerry, 52.40641, -9.62111, "Clogher Lixnaw Co. Kerry V92xc53"
Lynch's Pharmacy, Kerry, 52.23057, -9.46498, "9 Lower Main Street Castleisland Co. Kerry"
McSweeney Pharmacy, Kerry, 51.88465, -9.58074, "Kenmare Shopping Centre Unit 7 Railway Road Kenmare Co. Kerry"
Mulvihill Pharmacy Limited, Kerry, 52.10617, -9.78596, "Main Street Killorglin Co. Kerry"
Noreen Collins Pharmacy, Kerry, 52.38226, -9.30239, "Killarney Road Abbeyfeale Co. Limerick"
O'Carroll's Pharmacy, Kerry, 52.27098, -9.70803, "106 Rock Street Tralee Co. Kerry"
O'Connell's Pharmacy, Kerry, 52.27753, -9.70335, "St. Brendan's Park Tralee Co. Kerry"
O'Connor's Pharmacy and Opticians Ltd, Kerry, 52.44708, -9.48646, "7 Market Street Listowel Co. Kerry"
O'Doherty's Pharmacy, Kerry, 52.14462, -9.71785, "Bridge Street Milltown Co. Kerry"
O'Donoghue's Pharmacy, Kerry, 52.2693, -9.69944, "O'donoghues Pharmacy 63/64 Boherbee Tralee Co. Kerry"
O'Keeffe's Pharmacy Limited, Kerry, 52.1396, -10.27175, "Strand Street Dingle Co. Kerry"
O'Mahony's Pharmacy, Kerry, 52.32521, -9.77856, "Ardfert Co. Kerry"
O'Neill's Pharmacy, Kerry, 52.26892, -9.70672, "3 Abbeycourt Tralee Co. Kerry"
O'Sullivan's Pharmacy, Kerry, 52.14482, -9.71791, "6 Bridge Street Milltown Co. Kerry"
O'Sullivan's Pharmacy, Kerry, 52.05849, -9.51371, "81 New Street Killarney Co. Kerry"
P. O'Donoghue (Killarney) Limited, Kerry, 52.05857, -9.50935, "The Medical Hall Main St Killarney Co. Kerry"
Park Road Pharmacy, Kerry, 52.06011, -9.4937, "Countess Centre Park Road Killarney Co. Kerry"
"Pharmacy Department Kerry General Hospital", Kerry, 52.26538, -9.68915, "Tralee Co. Kerry"
Reen's Pharmacy (Rathmore) Ltd, Kerry, 52.0841, -9.21969, "West End Rathmore Co. Kerry"
Sam McCauley Chemists, Kerry, 52.26364, -9.67799, "Manor West Retail Park Tralee Co. Kerry"
Sewell's Pharmacy, Kerry, 52.05923, -9.50967, "1/2 New Street Killarney Co. Kerry"
Shanahan's Pharmacy (Castleisland) Ltd, Kerry, 52.22874, -9.46274, "Church Street Castleisland Co. Kerry"
Sheahan's Pharmacy, Kerry, 52.05895, -9.50911, "34 Main Street Killarney Co. Kerry"
Sheahan's Pharmacy Limited, Kerry, 51.87948, -9.58247, "18 Main Street Kenmare Co. Kerry"
Sneem Pharmacy, Kerry, 51.83767, -9.89763, "South Square Sneem Co. Kerry"
The Village Pharmacy, Kerry, 52.25506, -10.01984, "Strand Street Castlegregory Co. Kerry"
Thomas J. Brosnan Limited, Kerry, 51.87858, -9.58372, "19 Henry Street Kenmare Co. Kerry"
Trant's Pharmacy, Kerry, 52.06026, -9.48183, "Park Road Killarney Co. Kerry"
Walsh's Pharmacy, Kerry, 52.14065, -10.27141, "Green Street Dingle Co. Kerry"
Waterville Pharmacy Limited, Kerry, 51.82723, -10.17181, "Main Street Waterville Co. Kerry"
Willms Pharmacy Limited, Kerry, 52.05871, -9.51113, "New Street Killarney Co. Kerry"
